2025-07-08 10:30:13.185 | INFO     | __main__:_load_pagination_state:645 - Pagination state loaded from file
2025-07-08 10:35:41.889 | DEBUG    | __main__:_make_api_request:393 - Response headers: {'Server': 'nginx', 'Content-Type': 'application/json; charset=utf-8', 'X-Frame-Options': 'DENY', 'Expires': 'Mon, 26 Jul 1997 05:00:00 GMT', 'Cache-Control': 'no-cache', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'Content-Length': '2298', 'Date': 'Tue, 08 Jul 2025 14:35:41 GMT', 'Connection': 'keep-alive'}
2025-07-08 10:35:41.890 | DEBUG    | __main__:_make_api_request:394 - Response content (first 500 chars): {"success":true,"start":150,"pagesize":10,"total_count":23920,"searchdata":{"query":"","search_descriptions":false,"total_count":23920,"pagesize":10,"prefix":"searchResults","class_prefix":"market"},"results":[{"name":"StatTrak™ G3SG1 | Demeter (Battle-Scarred)","hash_name":"StatTrak™ G3SG1 | Demeter (Battle-Scarred)","sell_listings":14,"sell_price":868,"sell_price_text":"$8.68","app_icon":"https:\/\/cdn.akamai.steamstatic.com\/steamcommunity\/public\/images\/apps\/730\/8dbc71957312bbd3baea65848
2025-07-08 10:35:44.891 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ G3SG1 | Demeter (Battle-Scarred), $8.68, 14 listings)
2025-07-08 10:35:44.893 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ P250 | Muertos (Factory New), $40.59, 17 listings)
2025-07-08 10:35:44.893 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ SG 553 | Triarch (Field-Tested), $1.24, 75 listings)
2025-07-08 10:35:44.894 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Copenhagen 2024 Anubis Souvenir Package, $3.84, 144 listings)
2025-07-08 10:35:44.894 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(SCAR-20 | Blueprint (Factory New), $0.74, 111 listings)
2025-07-08 10:35:44.895 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(UMP-45 | Scaffold (Well-Worn), $2.62, 57 listings)
2025-07-08 10:35:44.895 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Souvenir PP-Bizon | Irradiated Alert (Battle-Scarred), $0.49, 82 listings)
2025-07-08 10:35:44.896 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(P90 | Blind Spot (Minimal Wear), $11.74, 64 listings)
2025-07-08 10:35:44.897 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ SG 553 | Ultraviolet (Field-Tested), $35.65, 157 listings)
2025-07-08 10:35:44.897 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(SCAR-20 | Crimson Web (Minimal Wear), $4.03, 70 listings)
2025-07-08 10:35:44.898 | INFO     | __main__:_process_page:506 - Processed 10 items for CS2 page 16
2025-07-08 10:35:44.901 | INFO     | __main__:process_batch:433 - Queue statistics after batch:
2025-07-08 10:35:44.902 | INFO     | __main__:process_batch:435 -   CS2: Main queue: 27, Priority queue: 60
2025-07-08 10:35:44.906 | INFO     | __main__:process_batch:439 - Worker statistics:
2025-07-08 10:35:44.908 | INFO     | __main__:process_batch:441 -   CS2: Processed: 33, Errors: 0, Alive: True
2025-07-08 10:35:44.909 | INFO     | __main__:process_batch:444 - Price history processing summary:
2025-07-08 10:35:44.912 | INFO     | __main__:process_batch:446 -   CS2:
2025-07-08 10:35:44.918 | INFO     | __main__:process_batch:447 -     ✓ Successfully fetched: 31
2025-07-08 10:35:44.920 | INFO     | __main__:process_batch:448 -     ❌ Failed to fetch: 0
2025-07-08 10:35:44.922 | INFO     | __main__:process_batch:449 -     🔄 Rate limited: 0
2025-07-08 10:35:44.923 | INFO     | __main__:process_batch:450 -     ⚠ No data available: 2
2025-07-08 10:35:44.924 | INFO     | __main__:process_batch:453 -     📊 Success rate: 93.9%
2025-07-08 10:35:44.927 | DEBUG    | __main__:_save_pagination_state:618 - Pagination state saved
2025-07-08 10:35:44.928 | INFO     | __main__:process_batch:458 - Batch processing completed. Waiting 5 minutes before next batch.
2025-07-08 10:35:45.335 | DEBUG    | __main__:process_item:197 - Processing price data for P250 | Facets (Factory New) (CS2)
2025-07-08 10:35:45.515 | DEBUG    | __main__:_fetch_current_price:268 - No current price data for P250 | Facets (Factory New)
2025-07-08 10:35:45.516 | DEBUG    | __main__:process_item:215 - ⚠ No price data available for P250 | Facets (Factory New)
2025-07-08 10:35:50.335 | DEBUG    | __main__:process_item:197 - Processing price data for Sawed-Off | Rust Coat (Field-Tested) (CS2)
2025-07-08 10:35:50.525 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Sawed-Off | Rust Coat (Field-Tested): $21.11 (vol: 2)
2025-07-08 10:35:55.336 | DEBUG    | __main__:process_item:197 - Processing price data for P2000 | Pathfinder (Factory New) (CS2)
2025-07-08 10:35:55.575 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for P2000 | Pathfinder (Factory New): $28.66 (vol: 1)
2025-07-08 10:36:00.337 | DEBUG    | __main__:process_item:197 - Processing price data for PP-Bizon | Osiris (Battle-Scarred) (CS2)
2025-07-08 10:36:00.652 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for PP-Bizon | Osiris (Battle-Scarred): $0.95 (vol: 1)
2025-07-08 10:36:05.338 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ CZ75-Auto | Distressed (Minimal Wear) (CS2)
2025-07-08 10:36:05.516 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ CZ75-Auto | Distressed (Minimal Wear): $0.39 (vol: 19)
2025-07-08 10:36:10.339 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ SG 553 | Danger Close (Factory New) (CS2)
2025-07-08 10:36:10.782 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ SG 553 | Danger Close (Factory New): $1.31 (vol: 4)
2025-07-08 10:36:15.340 | DEBUG    | __main__:process_item:197 - Processing price data for Galil AR | Vandal (Factory New) (CS2)
2025-07-08 10:36:15.473 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Galil AR | Vandal (Factory New): $2.47 (vol: 4)
2025-07-08 10:36:20.341 | DEBUG    | __main__:process_item:197 - Processing price data for Nova | Toy Soldier (Field-Tested) (CS2)
2025-07-08 10:36:20.728 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Nova | Toy Soldier (Field-Tested): $0.92 (vol: 29)
2025-07-08 10:36:25.342 | DEBUG    | __main__:process_item:197 - Processing price data for MP7 | Akoben (Factory New) (CS2)
2025-07-08 10:36:25.658 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for MP7 | Akoben (Factory New): $0.68 (vol: 6)
2025-07-08 10:36:30.343 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ G3SG1 | Demeter (Minimal Wear) (CS2)
2025-07-08 10:36:30.570 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ G3SG1 | Demeter (Minimal Wear): $8.97 (vol: 2)
2025-07-08 10:36:35.343 | INFO     | __main__:_log_progress_summary:301 - 📊 CS2 Progress Summary:
2025-07-08 10:36:35.344 | INFO     | __main__:_log_progress_summary:302 -    Processed: 43 | Success: 40 | Failed: 0
2025-07-08 10:36:35.344 | INFO     | __main__:_log_progress_summary:303 -    Rate Limited: 0 | No Data: 3 | Success Rate: 93.0%
2025-07-08 10:36:35.345 | DEBUG    | __main__:process_item:197 - Processing price data for Five-SeveN | Orange Peel (Factory New) (CS2)
2025-07-08 10:36:35.560 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Five-SeveN | Orange Peel (Factory New): $0.51 (vol: 10)
2025-07-08 10:36:40.344 | DEBUG    | __main__:process_item:197 - Processing price data for MP5-SD | Bamboo Garden (Field-Tested) (CS2)
2025-07-08 10:36:40.512 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for MP5-SD | Bamboo Garden (Field-Tested): $6.26 (vol: 11)
2025-07-08 10:36:45.346 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ M249 | Downtown (Factory New) (CS2)
2025-07-08 10:36:45.507 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ M249 | Downtown (Factory New): $4.52 (vol: 11)
2025-07-08 10:36:50.346 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ Tec-9 | Re-Entry (Factory New) (CS2)
2025-07-08 10:36:50.645 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ Tec-9 | Re-Entry (Factory New): $7.11 (vol: 1)
2025-07-08 10:36:55.347 | DEBUG    | __main__:process_item:197 - Processing price data for XM1014 | Incinegator (Minimal Wear) (CS2)
2025-07-08 10:36:55.778 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for XM1014 | Incinegator (Minimal Wear): $16.41 (vol: 3)
2025-07-08 10:37:00.348 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ CZ75-Auto | Twist (Well-Worn) (CS2)
2025-07-08 10:37:00.551 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ CZ75-Auto | Twist (Well-Worn): $1.88 (vol: 3)
2025-07-08 10:37:05.349 | DEBUG    | __main__:process_item:197 - Processing price data for MP9 | Dart (Factory New) (CS2)
2025-07-08 10:37:05.679 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for MP9 | Dart (Factory New): $1.06 (vol: 14)
2025-07-08 10:37:10.349 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ G3SG1 | Demeter (Battle-Scarred) (CS2)
2025-07-08 10:37:10.497 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ G3SG1 | Demeter (Battle-Scarred): $8.17 (vol: 1)
2025-07-08 10:37:15.349 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ P250 | Muertos (Factory New) (CS2)
2025-07-08 10:37:15.480 | DEBUG    | __main__:_fetch_current_price:268 - No current price data for StatTrak™ P250 | Muertos (Factory New)
2025-07-08 10:37:15.481 | DEBUG    | __main__:process_item:215 - ⚠ No price data available for StatTrak™ P250 | Muertos (Factory New)
2025-07-08 10:37:20.350 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ SG 553 | Triarch (Field-Tested) (CS2)
2025-07-08 10:37:20.561 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ SG 553 | Triarch (Field-Tested): $1.22 (vol: 8)
2025-07-08 10:37:25.351 | DEBUG    | __main__:process_item:197 - Processing price data for Copenhagen 2024 Anubis Souvenir Package (CS2)
2025-07-08 10:37:25.508 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Copenhagen 2024 Anubis Souvenir Package: $3.84 (vol: 5)
2025-07-08 10:37:30.352 | DEBUG    | __main__:process_item:197 - Processing price data for SCAR-20 | Blueprint (Factory New) (CS2)
2025-07-08 10:37:30.542 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for SCAR-20 | Blueprint (Factory New): $0.74 (vol: 13)
2025-07-08 10:37:35.353 | INFO     | __main__:_log_progress_summary:301 - 📊 CS2 Progress Summary:
2025-07-08 10:37:35.354 | INFO     | __main__:_log_progress_summary:302 -    Processed: 55 | Success: 51 | Failed: 0
2025-07-08 10:37:35.355 | INFO     | __main__:_log_progress_summary:303 -    Rate Limited: 0 | No Data: 4 | Success Rate: 92.7%
2025-07-08 10:37:35.356 | DEBUG    | __main__:process_item:197 - Processing price data for UMP-45 | Scaffold (Well-Worn) (CS2)
2025-07-08 10:37:35.541 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for UMP-45 | Scaffold (Well-Worn): $2.21 (vol: 13)
2025-07-08 10:37:40.353 | DEBUG    | __main__:process_item:197 - Processing price data for Souvenir PP-Bizon | Irradiated Alert (Battle-Scarred) (CS2)
2025-07-08 10:37:40.623 | DEBUG    | __main__:_fetch_current_price:268 - No current price data for Souvenir PP-Bizon | Irradiated Alert (Battle-Scarred)
2025-07-08 10:37:40.624 | DEBUG    | __main__:process_item:215 - ⚠ No price data available for Souvenir PP-Bizon | Irradiated Alert (Battle-Scarred)
2025-07-08 10:37:45.354 | DEBUG    | __main__:process_item:197 - Processing price data for P90 | Blind Spot (Minimal Wear) (CS2)
2025-07-08 10:37:45.509 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for P90 | Blind Spot (Minimal Wear): $11.44 (vol: 1)
2025-07-08 10:37:50.355 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ SG 553 | Ultraviolet (Field-Tested) (CS2)
2025-07-08 10:37:50.504 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ SG 553 | Ultraviolet (Field-Tested): $16.86 (vol: 2)
2025-07-08 10:37:55.356 | DEBUG    | __main__:process_item:197 - Processing price data for SCAR-20 | Crimson Web (Minimal Wear) (CS2)
2025-07-08 10:37:55.579 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for SCAR-20 | Crimson Web (Minimal Wear): $3.97 (vol: 4)
2025-07-08 10:40:44.930 | INFO     | __main__:process_batch:422 - Starting new batch processing cycle
2025-07-08 10:40:44.932 | INFO     | __main__:_process_game_items:465 - Processing items for game: CS2 starting from page 16
2025-07-08 10:40:44.932 | INFO     | __main__:_process_page:492 - Processing page 17 for CS2 (items 160-169)
2025-07-08 10:40:47.083 | DEBUG    | __main__:_make_api_request:392 - Response status: 200
2025-07-08 10:40:47.084 | DEBUG    | __main__:_make_api_request:393 - Response headers: {'Server': 'nginx', 'Content-Type': 'application/json; charset=utf-8', 'X-Frame-Options': 'DENY', 'Expires': 'Mon, 26 Jul 1997 05:00:00 GMT', 'Cache-Control': 'no-cache', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'Content-Length': '2255', 'Date': 'Tue, 08 Jul 2025 14:40:46 GMT', 'Connection': 'keep-alive'}
2025-07-08 10:40:47.084 | DEBUG    | __main__:_make_api_request:394 - Response content (first 500 chars): {"success":true,"start":160,"pagesize":10,"total_count":23919,"searchdata":{"query":"","search_descriptions":false,"total_count":23919,"pagesize":10,"prefix":"searchResults","class_prefix":"market"},"results":[{"name":"StatTrak™ MP9 | Bioleak (Battle-Scarred)","hash_name":"StatTrak™ MP9 | Bioleak (Battle-Scarred)","sell_listings":61,"sell_price":41,"sell_price_text":"$0.41","app_icon":"https:\/\/cdn.akamai.steamstatic.com\/steamcommunity\/public\/images\/apps\/730\/8dbc71957312bbd3baea65848b545b
2025-07-08 10:40:50.086 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ MP9 | Bioleak (Battle-Scarred), $0.41, 61 listings)
2025-07-08 10:40:50.086 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ MP9 | Bioleak (Battle-Scarred) (CS2)
2025-07-08 10:40:50.087 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ P2000 | Red FragCam (Field-Tested), $2.82, 192 listings)
2025-07-08 10:40:50.087 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Col. Mangos Dabisi | Guerrilla Warfare, $38.44, 82 listings)
2025-07-08 10:40:50.089 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(P2000 | Space Race (Minimal Wear), $9.39, 37 listings)
2025-07-08 10:40:50.089 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ P2000 | Oceanic (Battle-Scarred), $0.35, 72 listings)
2025-07-08 10:40:50.091 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ Tec-9 | Isaac (Well-Worn), $3.23, 137 listings)
2025-07-08 10:40:50.093 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(G3SG1 | Dream Glade (Factory New), $1.96, 133 listings)
2025-07-08 10:40:50.094 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(CZ75-Auto | Eco (Minimal Wear), $2.10, 138 listings)
2025-07-08 10:40:50.095 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(P250 | Hive (Field-Tested), $4.23, 55 listings)
2025-07-08 10:40:50.096 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ AK-47 | Blue Laminate (Minimal Wear), $51.61, 176 listings)
2025-07-08 10:40:50.097 | INFO     | __main__:_process_page:506 - Processed 10 items for CS2 page 17
2025-07-08 10:40:50.098 | INFO     | __main__:_process_page:492 - Processing page 18 for CS2 (items 170-179)
2025-07-08 10:40:50.235 | DEBUG    | __main__:_fetch_current_price:268 - No current price data for StatTrak™ MP9 | Bioleak (Battle-Scarred)
2025-07-08 10:40:50.236 | DEBUG    | __main__:process_item:215 - ⚠ No price data available for StatTrak™ MP9 | Bioleak (Battle-Scarred)
2025-07-08 10:40:50.236 | INFO     | __main__:_log_progress_summary:301 - 📊 CS2 Progress Summary:
2025-07-08 10:40:50.237 | INFO     | __main__:_log_progress_summary:302 -    Processed: 61 | Success: 55 | Failed: 0
2025-07-08 10:40:50.238 | INFO     | __main__:_log_progress_summary:303 -    Rate Limited: 0 | No Data: 6 | Success Rate: 90.2%
2025-07-08 10:40:50.238 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ P2000 | Red FragCam (Field-Tested) (CS2)
2025-07-08 10:40:50.371 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ P2000 | Red FragCam (Field-Tested): $2.38 (vol: 2)
2025-07-08 10:40:51.879 | DEBUG    | __main__:_make_api_request:392 - Response status: 200
2025-07-08 10:40:51.880 | DEBUG    | __main__:_make_api_request:393 - Response headers: {'Server': 'nginx', 'Content-Type': 'application/json; charset=utf-8', 'X-Frame-Options': 'DENY', 'Expires': 'Mon, 26 Jul 1997 05:00:00 GMT', 'Cache-Control': 'no-cache', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'Content-Length': '2307', 'Date': 'Tue, 08 Jul 2025 14:40:51 GMT', 'Connection': 'keep-alive'}
2025-07-08 10:40:51.880 | DEBUG    | __main__:_make_api_request:394 - Response content (first 500 chars): {"success":true,"start":170,"pagesize":10,"total_count":23919,"searchdata":{"query":"","search_descriptions":false,"total_count":23919,"pagesize":10,"prefix":"searchResults","class_prefix":"market"},"results":[{"name":"Sawed-Off | Sage Spray (Minimal Wear)","hash_name":"Sawed-Off | Sage Spray (Minimal Wear)","sell_listings":91,"sell_price":69,"sell_price_text":"$0.69","app_icon":"https:\/\/cdn.akamai.steamstatic.com\/steamcommunity\/public\/images\/apps\/730\/8dbc71957312bbd3baea65848b545be9eae2
2025-07-08 10:40:54.881 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Sawed-Off | Sage Spray (Minimal Wear), $0.69, 91 listings)
2025-07-08 10:40:54.881 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ UMP-45 | Riot (Minimal Wear), $0.92, 131 listings)
2025-07-08 10:40:54.883 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Nova | Green Apple (Field-Tested), $26.61, 21 listings)
2025-07-08 10:40:54.883 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(SG 553 | Atlas (Factory New), $0.43, 89 listings)
2025-07-08 10:40:54.884 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Souvenir G3SG1 | Polar Camo (Battle-Scarred), $0.32, 150 listings)
2025-07-08 10:40:54.884 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Dual Berettas | Dualing Dragons (Factory New), $2.66, 65 listings)
2025-07-08 10:40:54.885 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Galil AR | Cerberus (Factory New), $134.80, 12 listings)
2025-07-08 10:40:54.885 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(SCAR-20 | Outbreak (Well-Worn), $0.14, 110 listings)
2025-07-08 10:40:54.886 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ CZ75-Auto | Tacticat (Battle-Scarred), $1.17, 60 listings)
2025-07-08 10:40:54.886 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ Nova | Wood Fired (Factory New), $0.89, 111 listings)
2025-07-08 10:40:54.887 | INFO     | __main__:_process_page:506 - Processed 10 items for CS2 page 18
2025-07-08 10:40:54.888 | INFO     | __main__:_process_page:492 - Processing page 19 for CS2 (items 180-189)
2025-07-08 10:40:55.236 | DEBUG    | __main__:process_item:197 - Processing price data for Col. Mangos Dabisi | Guerrilla Warfare (CS2)
2025-07-08 10:40:55.429 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Col. Mangos Dabisi | Guerrilla Warfare: $39.14 (vol: 11)
2025-07-08 10:40:56.725 | DEBUG    | __main__:_make_api_request:392 - Response status: 200
2025-07-08 10:40:56.726 | DEBUG    | __main__:_make_api_request:393 - Response headers: {'Server': 'nginx', 'Content-Type': 'application/json; charset=utf-8', 'X-Frame-Options': 'DENY', 'Expires': 'Mon, 26 Jul 1997 05:00:00 GMT', 'Cache-Control': 'no-cache', 'Content-Encoding': 'gzip', 'Vary': 'Accept-Encoding', 'Content-Length': '2314', 'Date': 'Tue, 08 Jul 2025 14:40:56 GMT', 'Connection': 'keep-alive'}
2025-07-08 10:40:56.726 | DEBUG    | __main__:_make_api_request:394 - Response content (first 500 chars): {"success":true,"start":180,"pagesize":10,"total_count":23919,"searchdata":{"query":"","search_descriptions":false,"total_count":23919,"pagesize":10,"prefix":"searchResults","class_prefix":"market"},"results":[{"name":"Souvenir PP-Bizon | Urban Dashed (Well-Worn)","hash_name":"Souvenir PP-Bizon | Urban Dashed (Well-Worn)","sell_listings":95,"sell_price":43,"sell_price_text":"$0.43","app_icon":"https:\/\/cdn.akamai.steamstatic.com\/steamcommunity\/public\/images\/apps\/730\/8dbc71957312bbd3baea65
2025-07-08 10:40:59.728 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Souvenir PP-Bizon | Urban Dashed (Well-Worn), $0.43, 95 listings)
2025-07-08 10:40:59.729 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Souvenir MP7 | Gunsmoke (Well-Worn), $0.25, 127 listings)
2025-07-08 10:40:59.730 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Glock-18 | Red Tire (Factory New), $4.86, 36 listings)
2025-07-08 10:40:59.730 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(StatTrak™ MAC-10 | Rangeen (Factory New), $2.23, 41 listings)
2025-07-08 10:40:59.730 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Nova | Clear Polymer (Battle-Scarred), $4.00, 25 listings)
2025-07-08 10:40:59.732 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(PP-Bizon | Breaker Box (Factory New), $5.00, 40 listings)
2025-07-08 10:40:59.732 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(MAC-10 | Echoing Sands (Well-Worn), $0.17, 94 listings)
2025-07-08 10:40:59.733 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Five-SeveN | Case Hardened (Minimal Wear), $16.07, 142 listings)
2025-07-08 10:40:59.733 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(Souvenir XM1014 | Fallout Warning (Minimal Wear), $15.36, 16 listings)
2025-07-08 10:40:59.734 | DEBUG    | __main__:_process_item:550 - Queued item: MarketItem(USP-S | Orion (Factory New), $91.97, 73 listings)
2025-07-08 10:40:59.734 | INFO     | __main__:_process_page:506 - Processed 10 items for CS2 page 19
2025-07-08 10:40:59.736 | INFO     | __main__:process_batch:433 - Queue statistics after batch:
2025-07-08 10:40:59.739 | INFO     | __main__:process_batch:435 -   CS2: Main queue: 27, Priority queue: 90
2025-07-08 10:40:59.740 | INFO     | __main__:process_batch:439 - Worker statistics:
2025-07-08 10:40:59.743 | INFO     | __main__:process_batch:441 -   CS2: Processed: 63, Errors: 0, Alive: True
2025-07-08 10:40:59.745 | INFO     | __main__:process_batch:444 - Price history processing summary:
2025-07-08 10:40:59.746 | INFO     | __main__:process_batch:446 -   CS2:
2025-07-08 10:40:59.747 | INFO     | __main__:process_batch:447 -     ✓ Successfully fetched: 57
2025-07-08 10:40:59.748 | INFO     | __main__:process_batch:448 -     ❌ Failed to fetch: 0
2025-07-08 10:40:59.749 | INFO     | __main__:process_batch:449 -     🔄 Rate limited: 0
2025-07-08 10:40:59.749 | INFO     | __main__:process_batch:450 -     ⚠ No data available: 6
2025-07-08 10:40:59.750 | INFO     | __main__:process_batch:453 -     📊 Success rate: 90.5%
2025-07-08 10:40:59.753 | DEBUG    | __main__:_save_pagination_state:618 - Pagination state saved
2025-07-08 10:40:59.758 | INFO     | __main__:process_batch:458 - Batch processing completed. Waiting 5 minutes before next batch.
2025-07-08 10:41:00.237 | DEBUG    | __main__:process_item:197 - Processing price data for P2000 | Space Race (Minimal Wear) (CS2)
2025-07-08 10:41:00.697 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for P2000 | Space Race (Minimal Wear): $9.55 (vol: 1)
2025-07-08 10:41:05.238 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ P2000 | Oceanic (Battle-Scarred) (CS2)
2025-07-08 10:41:05.569 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ P2000 | Oceanic (Battle-Scarred): $0.36 (vol: 6)
2025-07-08 10:41:10.239 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ Tec-9 | Isaac (Well-Worn) (CS2)
2025-07-08 10:41:10.422 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ Tec-9 | Isaac (Well-Worn): $3.08 (vol: 16)
2025-07-08 10:41:15.240 | DEBUG    | __main__:process_item:197 - Processing price data for G3SG1 | Dream Glade (Factory New) (CS2)
2025-07-08 10:41:15.660 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for G3SG1 | Dream Glade (Factory New): $1.98 (vol: 24)
2025-07-08 10:41:20.241 | DEBUG    | __main__:process_item:197 - Processing price data for CZ75-Auto | Eco (Minimal Wear) (CS2)
2025-07-08 10:41:20.619 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for CZ75-Auto | Eco (Minimal Wear): $1.96 (vol: 15)
2025-07-08 10:41:25.242 | DEBUG    | __main__:process_item:197 - Processing price data for P250 | Hive (Field-Tested) (CS2)
2025-07-08 10:41:25.403 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for P250 | Hive (Field-Tested): $4.02 (vol: 2)
2025-07-08 10:41:30.243 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ AK-47 | Blue Laminate (Minimal Wear) (CS2)
2025-07-08 10:41:30.419 | DEBUG    | __main__:_fetch_current_price:268 - No current price data for StatTrak™ AK-47 | Blue Laminate (Minimal Wear)
2025-07-08 10:41:30.420 | DEBUG    | __main__:process_item:215 - ⚠ No price data available for StatTrak™ AK-47 | Blue Laminate (Minimal Wear)
2025-07-08 10:41:35.244 | DEBUG    | __main__:process_item:197 - Processing price data for Sawed-Off | Sage Spray (Minimal Wear) (CS2)
2025-07-08 10:41:35.447 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Sawed-Off | Sage Spray (Minimal Wear): $0.66 (vol: 4)
2025-07-08 10:41:40.244 | DEBUG    | __main__:process_item:197 - Processing price data for StatTrak™ UMP-45 | Riot (Minimal Wear) (CS2)
2025-07-08 10:41:40.412 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for StatTrak™ UMP-45 | Riot (Minimal Wear): $0.89 (vol: 10)
2025-07-08 10:41:45.245 | DEBUG    | __main__:process_item:197 - Processing price data for Nova | Green Apple (Field-Tested) (CS2)
2025-07-08 10:41:45.460 | DEBUG    | __main__:process_item:212 - ✓ Stored price data for Nova | Green Apple (Field-Tested): $20.71 (vol: 1)
